route_code,route_name,passengers
BE_EBCI_PL_EPKK,CHARLEROI/BRUSSELS SOUTH airport - KRAKOW/BALICE airport,54082
BE_EBCI_PL_EPMO,CHARLEROI/BRUSSELS SOUTH airport - WARSZAWA/MODLIN airport,88714
BE_EBCI_PL_EPWA,CHARLEROI/BRUSSELS SOUTH airport - WARSZAWA/CHOPINA airport,68245
BE_EBCI_PT_LPFR,CHARLEROI/BRUSSELS SOUTH airport - FARO airport,45938
BE_EBCI_PT_LPPR,CHARLEROI/BRUSSELS SOUTH airport - PORTO airport,60947
BE_EBCI_PT_LPPT,CHARLEROI/BRUSSELS SOUTH airport - LISBOA airport,67561
BE_EBCI_RO_LRCL,CHARLEROI/BRUSSELS SOUTH airport - CLUJ NAPOCA/AVRAM IANCU airport,37663
BE_EBCI_RO_LROP,CHARLEROI/BRUSSELS SOUTH airport - BUCURESTI/HENRI COANDA airport,136272
BE_EBCI_TR_LTFJ,CHARLEROI/BRUSSELS SOUTH airport - ISTANBUL/SABIHA GOKCEN airport,106505
BE_EBCI_UK_EGCC,CHARLEROI/BRUSSELS SOUTH airport - MANCHESTER airport,90323
BE_EBCI_UK_EGPH,CHARLEROI/BRUSSELS SOUTH airport - EDINBURGH airport,41472
BE_EBLG_ES_GCLP,LIEGE airport - GRAN CANARIA airport,393
BE_EBLG_ES_GCTS,LIEGE airport - TENERIFE SUR/REINA SOFIA airport,17156
BE_EBLG_ES_LEAL,LIEGE airport - ALICANTE airport,14753
BE_EBLG_ES_LEMG,LIEGE airport - MALAGA/COSTA DEL SOL airport,7921
BE_EBLG_TR_LTAU,LIEGE airport - KAYSERI (MIL/CIV) airport,11822
BE_EBOS_EG_HEGN,OOSTENDE/BRUGGE airport - HURGHADA / INTL airport,543
BE_EBOS_EG_HESH,OOSTENDE/BRUGGE airport - SHARM EL SHEIKH / INTL airport,16140
BE_EBOS_ES_GCLP,OOSTENDE/BRUGGE airport - GRAN CANARIA airport,8199
BE_EBOS_ES_GCTS,OOSTENDE/BRUGGE airport - TENERIFE SUR/REINA SOFIA airport,26558
BE_EBOS_ES_LEAL,OOSTENDE/BRUGGE airport - ALICANTE airport,41531
BE_EBOS_ES_LEMG,OOSTENDE/BRUGGE airport - MALAGA/COSTA DEL SOL airport,37844
BE_EBOS_ES_LEPA,OOSTENDE/BRUGGE airport - PALMA DE MALLORCA airport,14873
BE_EBOS_TR_LTAI,OOSTENDE/BRUGGE airport - ANTALYA (MIL-CIV) airport,8476
BE_EBOS_TR_LTBY,OOSTENDE/BRUGGE airport - ESKISEHIR/ANADOLU UNIVERSITESI airport,13061
BG_LBBG_BE_EBBR,BURGAS airport - BRUSSELS airport,22752
BG_LBBG_BY_UMMS,BURGAS airport - MINSK-2 airport,22921
BG_LBBG_CZ_LKPR,BURGAS airport - PRAHA/RUZYNE airport,157804
BG_LBBG_CZ_LKTB,BURGAS airport - BRNO/TURANY airport,52234
BG_LBBG_DE_EDDL,BURGAS airport - DUESSELDORF airport,22297
BG_LBBG_DE_EDDP,BURGAS airport - LEIPZIG/HALLE airport,21997
BG_LBBG_FI_EFHK,BURGAS airport - HELSINKI/VANTAA airport,21919
BG_LBBG_IE_EIDW,BURGAS airport - DUBLIN airport,25672
BG_LBBG_IL_LLBG,BURGAS airport - TEL-AVIV/BEN GURION airport,67781
BG_LBBG_NO_ENGM,BURGAS airport - OSLO/GARDERMOEN airport,20258
BG_LBBG_PL_EPKT,BURGAS airport - KATOWICE/PYRZOWICE airport,61144
BG_LBBG_PL_EPPO,BURGAS airport - POZNAN/LAWICA airport,22645
BG_LBBG_PL_EPWA,BURGAS airport - WARSZAWA/CHOPINA airport,46842
BG_LBBG_RU_ULLI,BURGAS airport - SANKT-PETERBURG/PULKOVO airport,43038
BG_LBBG_RU_UUDD,BURGAS airport - MOSCOW/DOMODEDOVO airport,114761
BG_LBBG_RU_UUEE,BURGAS airport - MOSCOW/SHEREMETYEVO airport,46670
BG_LBBG_RU_UUWW,BURGAS airport - MOSCOW/VNUKOVO airport,32504
BG_LBBG_SK_LZIB,BURGAS airport - BRATISLAVA/M.R.STEFANIK airport,22275
BG_LBBG_UK_EGBB,BURGAS airport - BIRMINGHAM airport,29041
BG_LBBG_UK_EGCC,BURGAS airport - MANCHESTER airport,51490
BG_LBBG_UK_EGGW,BURGAS airport - LONDON LUTON airport,47830
BG_LBBG_UK_EGKK,BURGAS airport - LONDON GATWICK airport,24488
BG_LBSF_AT_LOWW,SOFIA airport - WIEN-SCHWECHAT airport,173102
BG_LBSF_BE_EBCI,SOFIA airport - CHARLEROI/BRUSSELS SOUTH airport,85431
BG_LBSF_BG_LBWN,SOFIA airport - VARNA airport,132069
BG_LBSF_CY_LCLK,SOFIA airport - LARNAKA/INTL airport,50693
BG_LBSF_DE_EDDB,SOFIA airport - BERLIN-BRANDENBURG airport,56250
BG_LBSF_DE_EDDF,SOFIA airport - FRANKFURT/MAIN airport,235177
BG_LBSF_DE_EDDM,SOFIA airport - MUENCHEN airport,129871
BG_LBSF_DE_EDJA,SOFIA airport - MEMMINGEN airport,48020
BG_LBSF_DE_EDLW,SOFIA airport - DORTMUND airport,58468
BG_LBSF_EL_LGAV,SOFIA airport - ATHINAI/ELEFTHERIOS VENIZELOS airport,116859
BG_LBSF_ES_LEBL,SOFIA airport - BARCELONA/EL PRAT airport,87187
BG_LBSF_ES_LEMD,SOFIA airport - ADOLFO SUAREZ MADRID-BARAJAS airport,90919
BG_LBSF_FR_LFOB,SOFIA airport - BEAUVAIS-TILLE airport,40670
BG_LBSF_FR_LFPG,SOFIA airport - PARIS-CHARLES DE GAULLE airport,62513
BG_LBSF_IL_LLBG,SOFIA airport - TEL-AVIV/BEN GURION airport,136505
BG_LBSF_IT_LIME,SOFIA airport - BERGAMO/ORIO AL SERIO airport,109235
BG_LBSF_IT_LIRA,SOFIA airport - ROMA/CIAMPINO airport,48671
BG_LBSF_IT_LIRF,SOFIA airport - ROMA/FIUMICINO airport,64307
BG_LBSF_NL_EHAM,SOFIA airport - AMSTERDAM/SCHIPHOL airport,69736
BG_LBSF_NL_EHEH,SOFIA airport - EINDHOVEN airport,70892
BG_LBSF_PL_EPWA,SOFIA airport - WARSZAWA/CHOPINA airport,53768
BG_LBSF_QA_OTHH,SOFIA airport - HAMAD INTERNATIONAL airport,46908
BG_LBSF_RU_UUEE,SOFIA airport - MOSCOW/SHEREMETYEVO airport,61790
BG_LBSF_TR_LTFM,SOFIA airport - ISTANBUL/ISTANBUL HAVALIMANI airport,80685
BG_LBSF_UK_EGGW,SOFIA airport - LONDON LUTON airport,165184
BG_LBSF_UK_EGKK,SOFIA airport - LONDON GATWICK airport,65017
BG_LBSF_UK_EGLL,SOFIA airport - LONDON HEATHROW airport,92401
BG_LBSF_UK_EGSS,SOFIA airport - LONDON STANSTED airport,136730
BG_LBWN_AT_LOWW,VARNA airport - WIEN-SCHWECHAT airport,63186
BG_LBWN_BE_EBBR,VARNA airport - BRUSSELS airport,10346
BG_LBWN_BG_LBSF,VARNA airport - SOFIA airport,127597
BG_LBWN_CY_LCLK,VARNA airport - LARNAKA/INTL airport,16225
BG_LBWN_CZ_LKPR,VARNA airport - PRAHA/RUZYNE airport,48532
BG_LBWN_DE_EDDB,VARNA airport - BERLIN-BRANDENBURG airport,25969
BG_LBWN_DE_EDDF,VARNA airport - FRANKFURT/MAIN airport,19872
BG_LBWN_DE_EDDH,VARNA airport - HAMBURG airport,24814
BG_LBWN_DE_EDDK,VARNA airport - KOELN/BONN airport,27148
BG_LBWN_DE_EDDL,VARNA airport - DUESSELDORF airport,31932
BG_LBWN_DE_EDDM,VARNA airport - MUENCHEN airport,11970
BG_LBWN_DE_EDDP,VARNA airport - LEIPZIG/HALLE airport,25749
BG_LBWN_DE_EDDS,VARNA airport - STUTTGART airport,17531
BG_LBWN_DE_EDDV,VARNA airport - HANNOVER airport,22965
BG_LBWN_DE_EDJA,VARNA airport - MEMMINGEN airport,19643
BG_LBWN_DE_EDLW,VARNA airport - DORTMUND airport,17918
BG_LBWN_EE_EETN,VARNA airport - LENNART MERI TALLINN airport,10416
BG_LBWN_FI_EFHK,VARNA airport - HELSINKI/VANTAA airport,10937
BG_LBWN_IL_LLBG,VARNA airport - TEL-AVIV/BEN GURION airport,47621
BG_LBWN_IT_LIME,VARNA airport - BERGAMO/ORIO AL SERIO airport,12058
BG_LBWN_NL_EHEH,VARNA airport - EINDHOVEN airport,17977
BG_LBWN_PL_EPKT,VARNA airport - KATOWICE/PYRZOWICE airport,26997
BG_LBWN_PL_EPPO,VARNA airport - POZNAN/LAWICA airport,15500
BG_LBWN_PL_EPWA,VARNA airport - WARSZAWA/CHOPINA airport,18070
BG_LBWN_PL_EPWR,VARNA airport - WROCLAW/STRACHOWICE airport,14010
BG_LBWN_RU_UUDD,VARNA airport - MOSCOW/DOMODEDOVO airport,60957
BG_LBWN_RU_UUWW,VARNA airport - MOSCOW/VNUKOVO airport,12282
BG_LBWN_TR_LTFM,VARNA airport - ISTANBUL/ISTANBUL HAVALIMANI airport,32271
BG_LBWN_UK_EGCC,VARNA airport - MANCHESTER airport,10761
BG_LBWN_UK_EGGW,VARNA airport - LONDON LUTON airport,62767
BG_LBWN_UK_EGKK,VARNA airport - LONDON GATWICK airport,12236
CH_LFSB_AT_LOWW,BALE-MULHOUSE airport - WIEN-SCHWECHAT airport,99173
CH_LFSB_BE_EBBR,BALE-MULHOUSE airport - BRUSSELS airport,55672
CH_LFSB_CZ_LKPR,BALE-MULHOUSE airport - PRAHA/RUZYNE airport,75922
CH_LFSB_DE_EDDB,BALE-MULHOUSE airport - BERLIN-BRANDENBURG airport,80903
CH_LFSB_DE_EDDF,BALE-MULHOUSE airport - FRANKFURT/MAIN airport,92686
CH_LFSB_DE_EDDH,BALE-MULHOUSE airport - HAMBURG airport,126019
CH_LFSB_DE_EDDM,BALE-MULHOUSE airport - MUENCHEN airport,85432
CH_LFSB_DE_EDDT,BALE-MULHOUSE airport - BERLIN-TEGEL airport,147257
CH_LFSB_DK_EKCH,BALE-MULHOUSE airport - KOBENHAVN/KASTRUP airport,53745
CH_LFSB_ES_GCLP,BALE-MULHOUSE airport - GRAN CANARIA airport,40730
CH_LFSB_ES_LEAL,BALE-MULHOUSE airport - ALICANTE airport,57683
CH_LFSB_ES_LEBL,BALE-MULHOUSE airport - BARCELONA/EL PRAT airport,177693
CH_LFSB_ES_LEMD,BALE-MULHOUSE airport - ADOLFO SUAREZ MADRID-BARAJAS airport,87218
CH_LFSB_ES_LEMG,BALE-MULHOUSE airport - MALAGA/COSTA DEL SOL airport,45607
CH_LFSB_ES_LEPA,BALE-MULHOUSE airport - PALMA DE MALLORCA airport,151794
CH_LFSB_FR_LFBD,BALE-MULHOUSE airport - BORDEAUX-MERIGNAC airport,68836
CH_LFSB_FR_LFBO,BALE-MULHOUSE airport - TOULOUSE/BLAGNAC airport,39686
CH_LFSB_FR_LFMN,BALE-MULHOUSE airport - NICE-COTE D'AZUR airport,93345
CH_LFSB_FR_LFPG,BALE-MULHOUSE airport - PARIS-CHARLES DE GAULLE airport,72786
CH_LFSB_FR_LFRS,BALE-MULHOUSE airport - NANTES ATLANTIQUE airport,43315
CH_LFSB_HU_LHBP,BALE-MULHOUSE airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,124652
CH_LFSB_IT_LICC,BALE-MULHOUSE airport - CATANIA/FONTANAROSSA airport,39098
CH_LFSB_IT_LIPZ,BALE-MULHOUSE airport - VENEZIA/TESSERA airport,47500
CH_LFSB_IT_LIRF,BALE-MULHOUSE airport - ROMA/FIUMICINO airport,54518
CH_LFSB_IT_LIRN,BALE-MULHOUSE airport - NAPOLI/CAPODICHINO airport,53256
CH_LFSB_NL_EHAM,BALE-MULHOUSE airport - AMSTERDAM/SCHIPHOL airport,222173
CH_LFSB_PL_EPWA,BALE-MULHOUSE airport - WARSZAWA/CHOPINA airport,45034
CH_LFSB_PT_LPPR,BALE-MULHOUSE airport - PORTO airport,108173
CH_LFSB_PT_LPPT,BALE-MULHOUSE airport - LISBOA airport,101667
CH_LFSB_TR_LTAI,BALE-MULHOUSE airport - ANTALYA (MIL-CIV) airport,75901
CH_LFSB_TR_LTFJ,BALE-MULHOUSE airport - ISTANBUL/SABIHA GOKCEN airport,103532
CH_LFSB_TR_LTFM,BALE-MULHOUSE airport - ISTANBUL/ISTANBUL HAVALIMANI airport,60690
CH_LFSB_UK_EGCC,BALE-MULHOUSE airport - MANCHESTER airport,47480
CH_LFSB_UK_EGGW,BALE-MULHOUSE airport - LONDON LUTON airport,44755
CH_LFSB_UK_EGKK,BALE-MULHOUSE airport - LONDON GATWICK airport,143672
CH_LFSB_UK_EGLL,BALE-MULHOUSE airport - LONDON HEATHROW airport,140547
CH_LFSB_UK_EGPH,BALE-MULHOUSE airport - EDINBURGH airport,52939
CH_LFSB_XK_LYPR,BALE-MULHOUSE airport - PRISTINA airport,167201
CH_LSGG_AE_OMAA,GENEVA airport - ABU DHABI INTERNATIONAL airport,52110
CH_LSGG_AE_OMDB,GENEVA airport - DUBAI INTERNATIONAL airport,154156
CH_LSGG_AT_LOWW,GENEVA airport - WIEN-SCHWECHAT airport,145062
CH_LSGG_BE_EBBR,GENEVA airport - BRUSSELS airport,305591
CH_LSGG_CA_CYYZ,"GENEVA airport - TORONTO/LESTER B. PEARSON INTL, ON airport",64873
CH_LSGG_CH_LSZH,GENEVA airport - ZURICH airport,315581
CH_LSGG_DE_EDDB,GENEVA airport - BERLIN-BRANDENBURG airport,95096
CH_LSGG_DE_EDDF,GENEVA airport - FRANKFURT/MAIN airport,217429
CH_LSGG_DE_EDDM,GENEVA airport - MUENCHEN airport,136163
CH_LSGG_DK_EKCH,GENEVA airport - KOBENHAVN/KASTRUP airport,112080
CH_LSGG_EL_LGAV,GENEVA airport - ATHINAI/ELEFTHERIOS VENIZELOS airport,106269
CH_LSGG_ES_LEAL,GENEVA airport - ALICANTE airport,61408
CH_LSGG_ES_LEBL,GENEVA airport - BARCELONA/EL PRAT airport,320737
CH_LSGG_ES_LEMD,GENEVA airport - ADOLFO SUAREZ MADRID-BARAJAS airport,289635
CH_LSGG_ES_LEMG,GENEVA airport - MALAGA/COSTA DEL SOL airport,90145
CH_LSGG_ES_LEPA,GENEVA airport - PALMA DE MALLORCA airport,90146
CH_LSGG_ES_LEST,GENEVA airport - SANTIAGO airport,44588
CH_LSGG_FI_EFHK,GENEVA airport - HELSINKI/VANTAA airport,51844
CH_LSGG_FR_LFBD,GENEVA airport - BORDEAUX-MERIGNAC airport,107943
CH_LSGG_FR_LFBO,GENEVA airport - TOULOUSE/BLAGNAC airport,62183
CH_LSGG_FR_LFMN,GENEVA airport - NICE-COTE D'AZUR airport,193847
CH_LSGG_FR_LFPG,GENEVA airport - PARIS-CHARLES DE GAULLE airport,361069
CH_LSGG_FR_LFPO,GENEVA airport - PARIS-ORLY airport,167284
CH_LSGG_FR_LFQQ,GENEVA airport - LILLE-LESQUIN airport,37133
CH_LSGG_FR_LFRS,GENEVA airport - NANTES ATLANTIQUE airport,103435
CH_LSGG_HU_LHBP,GENEVA airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,54993
CH_LSGG_IE_EIDW,GENEVA airport - DUBLIN airport,71101
CH_LSGG_IL_LLBG,GENEVA airport - TEL-AVIV/BEN GURION airport,73215
CH_LSGG_IT_LIBR,GENEVA airport - BRINDISI/CASALE airport,51395
CH_LSGG_IT_LICC,GENEVA airport - CATANIA/FONTANAROSSA airport,49271
CH_LSGG_IT_LIPZ,GENEVA airport - VENEZIA/TESSERA airport,42096
CH_LSGG_IT_LIRF,GENEVA airport - ROMA/FIUMICINO airport,162674
CH_LSGG_IT_LIRN,GENEVA airport - NAPOLI/CAPODICHINO airport,48837
CH_LSGG_MA_GMMN,GENEVA airport - CASABLANCA/MOHAMMED V airport,38013
CH_LSGG_MA_GMMX,GENEVA airport - MARRAKECH/MENARA airport,66722
CH_LSGG_NL_EHAM,GENEVA airport - AMSTERDAM/SCHIPHOL airport,351744
CH_LSGG_PL_EPWA,GENEVA airport - WARSZAWA/CHOPINA airport,69470
CH_LSGG_PT_LPFR,GENEVA airport - FARO airport,37948
CH_LSGG_PT_LPPR,GENEVA airport - PORTO airport,341429
CH_LSGG_PT_LPPT,GENEVA airport - LISBOA airport,308341
CH_LSGG_QA_OTHH,GENEVA airport - HAMAD INTERNATIONAL airport,57668
CH_LSGG_RU_UUEE,GENEVA airport - MOSCOW/SHEREMETYEVO airport,95829
CH_LSGG_SE_ESSA,GENEVA airport - STOCKHOLM/ARLANDA airport,53528
CH_LSGG_TR_LTBA,GENEVA airport - ISTANBUL/ATATURK airport,50019
CH_LSGG_TR_LTFJ,GENEVA airport - ISTANBUL/SABIHA GOKCEN airport,46718
CH_LSGG_TR_LTFM,GENEVA airport - ISTANBUL/ISTANBUL HAVALIMANI airport,87964
CH_LSGG_UK_EGBB,GENEVA airport - BIRMINGHAM airport,54312
CH_LSGG_UK_EGCC,GENEVA airport - MANCHESTER airport,138379
CH_LSGG_UK_EGGD,GENEVA airport - BRISTOL airport,107847
CH_LSGG_UK_EGGP,GENEVA airport - LIVERPOOL airport,66994
CH_LSGG_UK_EGGW,GENEVA airport - LONDON LUTON airport,160683
CH_LSGG_UK_EGKK,GENEVA airport - LONDON GATWICK airport,411517
CH_LSGG_UK_EGLC,GENEVA airport - LONDON/CITY airport,101625
CH_LSGG_UK_EGLL,GENEVA airport - LONDON HEATHROW airport,531941
CH_LSGG_UK_EGPH,GENEVA airport - EDINBURGH airport,95446
CH_LSGG_UK_EGSS,GENEVA airport - LONDON STANSTED airport,48393
CH_LSGG_US_KEWR,"GENEVA airport - NEWARK LIBERTY INTERNATIONAL, NJ. airport",53686
CH_LSGG_US_KIAD,"GENEVA airport - WASHINGTON DULLES INTERNATIONAL, DC. airport",43287
CH_LSGG_US_KJFK,"GENEVA airport - NEW YORK/JOHN F. KENNEDY INTERNATIONAL, NY. airport",59187
CH_LSGG_XK_LYPR,GENEVA airport - PRISTINA airport,150455
CH_LSZH_AE_OMAA,ZURICH airport - ABU DHABI INTERNATIONAL airport,80653
CH_LSZH_AE_OMDB,ZURICH airport - DUBAI INTERNATIONAL airport,268331
CH_LSZH_AT_LOWW,ZURICH airport - WIEN-SCHWECHAT airport,469596
CH_LSZH_BE_EBBR,ZURICH airport - BRUSSELS airport,160932
CH_LSZH_BR_SBGR,"ZURICH airport - SAO PAULO/GUARULHOS, GOVERNADOR ANDRE FRANCO MONTORO, SP airport",110288
CH_LSZH_CA_CYUL,"ZURICH airport - MONTREAL/PIERRE ELLIOT TRUDEAU INTL, QC airport",73087
CH_LSZH_CA_CYYZ,"ZURICH airport - TORONTO/LESTER B. PEARSON INTL, ON airport",100557
CH_LSZH_CH_LSGG,ZURICH airport - GENEVA airport,313039
CH_LSZH_CN_ZBAA,ZURICH airport - BEIJING/CAPITAL airport,78771
CH_LSZH_CN_ZSPD,ZURICH airport - SHANGHAI/PUDONG airport,66190
CH_LSZH_CY_LCLK,ZURICH airport - LARNAKA/INTL airport,64461
CH_LSZH_CZ_LKPR,ZURICH airport - PRAHA/RUZYNE airport,263821
CH_LSZH_DE_EDDC,ZURICH airport - DRESDEN airport,49841
CH_LSZH_DE_EDDF,ZURICH airport - FRANKFURT/MAIN airport,332338
CH_LSZH_DE_EDDH,ZURICH airport - HAMBURG airport,342824
CH_LSZH_DE_EDDK,ZURICH airport - KOELN/BONN airport,127297
CH_LSZH_DE_EDDL,ZURICH airport - DUESSELDORF airport,374562
CH_LSZH_DE_EDDM,ZURICH airport - MUENCHEN airport,189726
CH_LSZH_DE_EDDN,ZURICH airport - NUERNBERG airport,76565
CH_LSZH_DE_EDDS,ZURICH airport - STUTTGART airport,81962
CH_LSZH_DE_EDDT,ZURICH airport - BERLIN-TEGEL airport,580438
CH_LSZH_DE_EDDV,ZURICH airport - HANNOVER airport,109109
CH_LSZH_DE_EDDW,ZURICH airport - BREMEN airport,39227
CH_LSZH_DK_EKCH,ZURICH airport - KOBENHAVN/KASTRUP airport,256899
CH_LSZH_DO_MDPC,ZURICH airport - PUNTA CANA INTL. airport,44018
CH_LSZH_EG_HEGN,ZURICH airport - HURGHADA / INTL airport,84512
CH_LSZH_EL_LGAV,ZURICH airport - ATHINAI/ELEFTHERIOS VENIZELOS airport,244320
CH_LSZH_EL_LGIR,ZURICH airport - IRAKLION/NIKOS KAZANTZAKIS airport,55975
CH_LSZH_ES_GCLP,ZURICH airport - GRAN CANARIA airport,56666
CH_LSZH_ES_GCTS,ZURICH airport - TENERIFE SUR/REINA SOFIA airport,51471
CH_LSZH_ES_LEBL,ZURICH airport - BARCELONA/EL PRAT airport,327643
CH_LSZH_ES_LEMD,ZURICH airport - ADOLFO SUAREZ MADRID-BARAJAS airport,347718
CH_LSZH_ES_LEMG,ZURICH airport - MALAGA/COSTA DEL SOL airport,140578
CH_LSZH_ES_LEPA,ZURICH airport - PALMA DE MALLORCA airport,236253
CH_LSZH_ES_LEVC,ZURICH airport - VALENCIA airport,119659
CH_LSZH_FI_EFHK,ZURICH airport - HELSINKI/VANTAA airport,104990
CH_LSZH_FR_LFBD,ZURICH airport - BORDEAUX-MERIGNAC airport,41689
CH_LSZH_FR_LFMN,ZURICH airport - NICE-COTE D'AZUR airport,142070
CH_LSZH_FR_LFPG,ZURICH airport - PARIS-CHARLES DE GAULLE airport,354027
CH_LSZH_HK_VHHH,ZURICH airport - HONG KONG/INTERNATIONAL airport,202839
CH_LSZH_HR_LDZA,ZURICH airport - ZAGREB/FRANJO TUDJMAN airport,51034
CH_LSZH_HU_LHBP,ZURICH airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,114655
CH_LSZH_IE_EIDW,ZURICH airport - DUBLIN airport,140708
CH_LSZH_IL_LLBG,ZURICH airport - TEL-AVIV/BEN GURION airport,229704
CH_LSZH_IN_VABB,ZURICH airport - MUMBAI airport,69060
CH_LSZH_IN_VIDP,ZURICH airport - DELHI (IGI) airport,70928
CH_LSZH_IS_BIKF,ZURICH airport - KEFLAVIK airport,45681
CH_LSZH_IT_LIMC,ZURICH airport - MILANO/MALPENSA airport,100718
CH_LSZH_IT_LIPZ,ZURICH airport - VENEZIA/TESSERA airport,122392
CH_LSZH_IT_LIRF,ZURICH airport - ROMA/FIUMICINO airport,204583
CH_LSZH_IT_LIRN,ZURICH airport - NAPOLI/CAPODICHINO airport,54205
CH_LSZH_IT_LIRQ,ZURICH airport - FIRENZE/PERETOLA airport,83012
CH_LSZH_JP_RJAA,ZURICH airport - NARITA INTL airport,71646
CH_LSZH_LU_ELLX,ZURICH airport - LUXEMBOURG airport,62188
CH_LSZH_LV_EVRA,ZURICH airport - RIGA airport,49836
CH_LSZH_MK_LWSK,ZURICH airport - SKOPJE airport,70016
CH_LSZH_MT_LMML,ZURICH airport - LUQA airport,57571
CH_LSZH_MX_MMUN,ZURICH airport - CANCUN airport,39183
CH_LSZH_NL_EHAM,ZURICH airport - AMSTERDAM/SCHIPHOL airport,492133
CH_LSZH_NO_ENGM,ZURICH airport - OSLO/GARDERMOEN airport,89249
CH_LSZH_OM_OOMS,ZURICH airport - MUSCAT/MUSCAT INTL airport,146302
CH_LSZH_PL_EPWA,ZURICH airport - WARSZAWA/CHOPINA airport,156971
CH_LSZH_PT_LPPR,ZURICH airport - PORTO airport,141120
CH_LSZH_PT_LPPT,ZURICH airport - LISBOA airport,244322
CH_LSZH_QA_OTHH,ZURICH airport - HAMAD INTERNATIONAL airport,135827
CH_LSZH_RO_LROP,ZURICH airport - BUCURESTI/HENRI COANDA airport,54999
CH_LSZH_RS_LYBE,ZURICH airport - BEOGRAD/NIKOLA TESLA airport,207813
CH_LSZH_RU_ULLI,ZURICH airport - SANKT-PETERBURG/PULKOVO airport,42658
CH_LSZH_RU_UUDD,ZURICH airport - MOSCOW/DOMODEDOVO airport,99283
CH_LSZH_RU_UUEE,ZURICH airport - MOSCOW/SHEREMETYEVO airport,88817
CH_LSZH_SE_ESGG,ZURICH airport - GOTEBORG/LANDVETTER airport,44112
CH_LSZH_SE_ESSA,ZURICH airport - STOCKHOLM/ARLANDA airport,199373
CH_LSZH_SG_WSSS,ZURICH airport - SINGAPORE/CHANGI airport,250454
CH_LSZH_SI_LJLJ,ZURICH airport - LJUBLJANA/BRNIK airport,43672
CH_LSZH_TH_VTBS,ZURICH airport - BANGKOK/SUVARNABHUMI INTL airport,221464
CH_LSZH_TR_LTAI,ZURICH airport - ANTALYA (MIL-CIV) airport,151399
CH_LSZH_TR_LTBA,ZURICH airport - ISTANBUL/ATATURK airport,43242
CH_LSZH_TR_LTFJ,ZURICH airport - ISTANBUL/SABIHA GOKCEN airport,81132
CH_LSZH_TR_LTFM,ZURICH airport - ISTANBUL/ISTANBUL HAVALIMANI airport,156860
CH_LSZH_UA_UKBB,ZURICH airport - KYIV/BORYSPIL airport,60147
CH_LSZH_UK_EGBB,ZURICH airport - BIRMINGHAM airport,48172
CH_LSZH_UK_EGCC,ZURICH airport - MANCHESTER airport,71965
CH_LSZH_UK_EGGW,ZURICH airport - LONDON LUTON airport,87239
CH_LSZH_UK_EGKK,ZURICH airport - LONDON GATWICK airport,78912
CH_LSZH_UK_EGLC,ZURICH airport - LONDON/CITY airport,226057
CH_LSZH_UK_EGLL,ZURICH airport - LONDON HEATHROW airport,582713
CH_LSZH_US_KBOS,"ZURICH airport - BOSTON/GENERAL EDWARD LAWRENCE LOGAN INTERNATIONAL, MA. airport",93980
CH_LSZH_US_KEWR,"ZURICH airport - NEWARK LIBERTY INTERNATIONAL, NJ. airport",141064
CH_LSZH_US_KIAD,"ZURICH airport - WASHINGTON DULLES INTERNATIONAL, DC. airport",62090
CH_LSZH_US_KJFK,"ZURICH airport - NEW YORK/JOHN F. KENNEDY INTERNATIONAL, NY. airport",215145
CH_LSZH_US_KLAX,"ZURICH airport - LOS ANGELES INTERNATIONAL, CA. airport",111869
CH_LSZH_US_KMIA,"ZURICH airport - MIAMI INTERNATIONAL, FL. airport",120110
CH_LSZH_US_KORD,"ZURICH airport - CHICAGO - O'HARE INTERNATIONAL, IL. airport",108318
CH_LSZH_US_KPHL,"ZURICH airport - PHILADELPHIA INTERNATIONAL, PA. airport",49714
CH_LSZH_US_KSFO,"ZURICH airport - SAN FRANCISCO/INTL,CA. airport",142817
CH_LSZH_XK_LYPR,ZURICH airport - PRISTINA airport,369126
CH_LSZH_ZA_FAOR,ZURICH airport - OLIFANTS RIVER BRIDGE airport,71841
CH_LSZR_AT_LOWW,ST. GALLEN-ALTENRHEIN airport - WIEN-SCHWECHAT airport,40638
CY_LCLK_AE_OMDB,LARNAKA/INTL airport - DUBAI INTERNATIONAL airport,50874
CY_LCLK_AT_LOWW,LARNAKA/INTL airport - WIEN-SCHWECHAT airport,155457
CY_LCLK_BG_LBSF,LARNAKA/INTL airport - SOFIA airport,50923
CY_LCLK_CH_LSZH,LARNAKA/INTL airport - ZURICH airport,65456
CY_LCLK_DE_EDDF,LARNAKA/INTL airport - FRANKFURT/MAIN airport,55286
CY_LCLK_DE_EDDM,LARNAKA/INTL airport - MUENCHEN airport,59418
CY_LCLK_EL_LGAV,LARNAKA/INTL airport - ATHINAI/ELEFTHERIOS VENIZELOS airport,557473
CY_LCLK_EL_LGTS,LARNAKA/INTL airport - THESSALONIKI/MAKEDONIA airport,124464
CY_LCLK_IL_LLBG,LARNAKA/INTL airport - TEL-AVIV/BEN GURION airport,248998
CY_LCLK_LB_OLBA,LARNAKA/INTL airport - BEIRUT/BEIRUT INTL airport,102576
CY_LCLK_NO_ENGM,LARNAKA/INTL airport - OSLO/GARDERMOEN airport,41078
CY_LCLK_PL_EPWA,LARNAKA/INTL airport - WARSZAWA/CHOPINA airport,66497
